Rainfall - (MM), Year,Month, Country, ISO3
42.3427,1974,4, China, CHN
63.4157,1974,5, China, CHN
88.5424,1974,6, China, CHN
112.945,1974,7, China, CHN
103.058,1974,8, China, CHN
58.4802,1974,9, China, CHN
35.3022,1974,10, China, CHN
13.4305,1974,11, China, CHN
14.9629,1974,12, China, CHN
11.4368,1975,1, China, CHN
15.261,1975,2, China, CHN
24.7421,1975,3, China, CHN
49.8473,1975,4, China, CHN
69.1793,1975,5, China, CHN
87.0489,1975,6, China, CHN
104.456,1975,7, China, CHN
88.4853,1975,8, China, CHN
69.2017,1975,9, China, CHN
45.1751,1975,10, China, CHN
18.0388,1975,11, China, CHN
12.5049,1975,12, China, CHN
5.53608,1976,1, China, CHN
18.9704,1976,2, China, CHN
20.8456,1976,3, China, CHN
43.1785,1976,4, China, CHN
57.3031,1976,5, China, CHN
99.5129,1976,6, China, CHN
100.585,1976,7, China, CHN
97.9243,1976,8, China, CHN
52.431,1976,9, China, CHN
39.4557,1976,10, China, CHN
13.3478,1976,11, China, CHN
5.8892,1976,12, China, CHN
12.4201,1977,1, China, CHN
8.01216,1977,2, China, CHN
18.1247,1977,3, China, CHN
52.5347,1977,4, China, CHN
65.3581,1977,5, China, CHN
93.5037,1977,6, China, CHN
121.604,1977,7, China, CHN
80.5202,1977,8, China, CHN
51.9375,1977,9, China, CHN
43.6678,1977,10, China, CHN
16.3071,1977,11, China, CHN
18.7728,1977,12, China, CHN
11.1973,1978,1, China, CHN
12.6397,1978,2, China, CHN
28.1701,1978,3, China, CHN
35.0924,1978,4, China, CHN
70.8631,1978,5, China, CHN
89.9022,1978,6, China, CHN
91.0329,1978,7, China, CHN
84.7924,1978,8, China, CHN
57.6125,1978,9, China, CHN
32.7061,1978,10, China, CHN
18.0121,1978,11, China, CHN
5.94615,1978,12, China, CHN
11.2352,1979,1, China, CHN
14.2625,1979,2, China, CHN
25.3793,1979,3, China, CHN
44.5895,1979,4, China, CHN
45.5713,1979,5, China, CHN
97.9291,1979,6, China, CHN
116.371,1979,7, China, CHN
93.4406,1979,8, China, CHN
66.516,1979,9, China, CHN
17.8667,1979,10, China, CHN
9.45291,1979,11, China, CHN
12.3794,1979,12, China, CHN
10.0605,1980,1, China, CHN
14.3988,1980,2, China, CHN
29.5457,1980,3, China, CHN
42.6907,1980,4, China, CHN
63.092,1980,5, China, CHN
89.3472,1980,6, China, CHN
102.68,1980,7, China, CHN
115.289,1980,8, China, CHN
52.7832,1980,9, China, CHN
40.6598,1980,10, China, CHN
9.52089,1980,11, China, CHN
5.91743,1980,12, China, CHN
11.0238,1981,1, China, CHN
12.4948,1981,2, China, CHN
32.7766,1981,3, China, CHN
48.297,1981,4, China, CHN
57.8838,1981,5, China, CHN
83.927,1981,6, China, CHN
118.421,1981,7, China, CHN
98.0587,1981,8, China, CHN
55.0879,1981,9, China, CHN
33.3492,1981,10, China, CHN
26.3141,1981,11, China, CHN
3.74547,1981,12, China, CHN
5.87195,1982,1, China, CHN
19.402,1982,2, China, CHN
23.522,1982,3, China, CHN
42.0867,1982,4, China, CHN
54.2825,1982,5, China, CHN
83.8169,1982,6, China, CHN
101.349,1982,7, China, CHN
103.663,1982,8, China, CHN
63.14,1982,9, China, CHN
28.9785,1982,10, China, CHN
32.6257,1982,11, China, CHN
7.85466,1982,12, China, CHN
18.8357,1983,1, China, CHN
22.9228,1983,2, China, CHN
33.4714,1983,3, China, CHN
50.7685,1983,4, China, CHN
65.3196,1983,5, China, CHN
89.4601,1983,6, China, CHN
106.26,1983,7, China, CHN
88.2125,1983,8, China, CHN
76.9744,1983,9, China, CHN
46.8438,1983,10, China, CHN
12.9898,1983,11, China, CHN
9.55209,1983,12, China, CHN
8.18094,1984,1, China, CHN
8.01074,1984,2, China, CHN
17.1015,1984,3, China, CHN
44.0871,1984,4, China, CHN
66.886,1984,5, China, CHN
102.543,1984,6, China, CHN
106.938,1984,7, China, CHN
100.904,1984,8, China, CHN
64.1559,1984,9, China, CHN
26.9286,1984,10, China, CHN
12.7564,1984,11, China, CHN
12.2445,1984,12, China, CHN
8.42191,1985,1, China, CHN
23.7913,1985,2, China, CHN
25.2545,1985,3, China, CHN
36.1727,1985,4, China, CHN
64.2138,1985,5, China, CHN
78.2634,1985,6, China, CHN
106.023,1985,7, China, CHN
107.31,1985,8, China, CHN
74.7183,1985,9, China, CHN
30.9489,1985,10, China, CHN
16.3746,1985,11, China, CHN
9.29367,1985,12, China, CHN
3.66791,1986,1, China, CHN
10.9161,1986,2, China, CHN
24.3528,1986,3, China, CHN
38.5026,1986,4, China, CHN
48.0943,1986,5, China, CHN
93.7279,1986,6, China, CHN
112.451,1986,7, China, CHN
75.4998,1986,8, China, CHN
53.2539,1986,9, China, CHN
33.4488,1986,10, China, CHN
17.5239,1986,11, China, CHN
11.2077,1986,12, China, CHN
10.3177,1987,1, China, CHN
11.7626,1987,2, China, CHN
30.2476,1987,3, China, CHN
41.7236,1987,4, China, CHN
60.6945,1987,5, China, CHN
84.6182,1987,6, China, CHN
109.233,1987,7, China, CHN
105.812,1987,8, China, CHN
61.3123,1987,9, China, CHN
41.6223,1987,10, China, CHN
24.103,1987,11, China, CHN
4.85427,1987,12, China, CHN
7.1831,1988,1, China, CHN
18.1582,1988,2, China, CHN
27.9381,1988,3, China, CHN
30.072,1988,4, China, CHN
76.7199,1988,5, China, CHN
74.0973,1988,6, China, CHN
107.265,1988,7, China, CHN
111.075,1988,8, China, CHN
62.5977,1988,9, China, CHN
26.9236,1988,10, China, CHN
8.23578,1988,11, China, CHN
8.88692,1988,12, China, CHN
20.544,1989,1, China, CHN
15.6929,1989,2, China, CHN
22.5297,1989,3, China, CHN
43.2627,1989,4, China, CHN
59.2097,1989,5, China, CHN
93.0581,1989,6, China, CHN
106.793,1989,7, China, CHN
81.6041,1989,8, China, CHN
61.4749,1989,9, China, CHN
31.3519,1989,10, China, CHN
16.124,1989,11, China, CHN
10.3263,1989,12, China, CHN
15.3625,1990,1, China, CHN
29.3002,1990,2, China, CHN
37.7003,1990,3, China, CHN
47.2641,1990,4, China, CHN
70.4726,1990,5, China, CHN
95.1192,1990,6, China, CHN
116.897,1990,7, China, CHN
85.4687,1990,8, China, CHN
66.433,1990,9, China, CHN
27.3193,1990,10, China, CHN
23.8572,1990,11, China, CHN
9.92023,1990,12, China, CHN
15.7819,1991,1, China, CHN
11.5589,1991,2, China, CHN
34.9802,1991,3, China, CHN
36.091,1991,4, China, CHN
53.1658,1991,5, China, CHN
104.215,1991,6, China, CHN
118.325,1991,7, China, CHN
87.8016,1991,8, China, CHN
52.5347,1991,9, China, CHN
25.4293,1991,10, China, CHN
13.3635,1991,11, China, CHN
13.1937,1991,12, China, CHN
12.6969,1992,1, China, CHN
20.6624,1992,2, China, CHN
46.6507,1992,3, China, CHN
32.8914,1992,4, China, CHN
62.7347,1992,5, China, CHN
91.2332,1992,6, China, CHN
100.918,1992,7, China, CHN
80.2817,1992,8, China, CHN
53.7486,1992,9, China, CHN
26.4683,1992,10, China, CHN
12.041,1992,11, China, CHN
12.968,1992,12, China, CHN
14.7982,1993,1, China, CHN
20.3659,1993,2, China, CHN
25.1549,1993,3, China, CHN
35.0231,1993,4, China, CHN
63.2322,1993,5, China, CHN
104.058,1993,6, China, CHN
114.149,1993,7, China, CHN
107.458,1993,8, China, CHN
59.7317,1993,9, China, CHN
27.1933,1993,10, China, CHN
26.1967,1993,11, China, CHN
7.2826,1993,12, China, CHN
7.63464,1994,1, China, CHN
17.3763,1994,2, China, CHN
23.2837,1994,3, China, CHN
39.0131,1994,4, China, CHN
54.8796,1994,5, China, CHN
100.902,1994,6, China, CHN
115.814,1994,7, China, CHN
100.762,1994,8, China, CHN
57.263,1994,9, China, CHN
32.945,1994,10, China, CHN
16.9298,1994,11, China, CHN
20.3601,1994,12, China, CHN
13.377,1995,1, China, CHN
16.7496,1995,2, China, CHN
20.1704,1995,3, China, CHN
34.8549,1995,4, China, CHN
52.1409,1995,5, China, CHN
97.8296,1995,6, China, CHN
112.135,1995,7, China, CHN
107.25,1995,8, China, CHN
54.9655,1995,9, China, CHN
40.415,1995,10, China, CHN
14.1265,1995,11, China, CHN
5.4537,1995,12, China, CHN
10.8123,1996,1, China, CHN
9.52918,1996,2, China, CHN
39.5628,1996,3, China, CHN
35.7581,1996,4, China, CHN
52.835,1996,5, China, CHN
98.4251,1996,6, China, CHN
134.096,1996,7, China, CHN
101.435,1996,8, China, CHN
48.1497,1996,9, China, CHN
30.1585,1996,10, China, CHN
20.9575,1996,11, China, CHN
4.5545,1996,12, China, CHN
12.3538,1997,1, China, CHN
16.408,1997,2, China, CHN
30.4184,1997,3, China, CHN
41.0521,1997,4, China, CHN
56.4804,1997,5, China, CHN
82.0591,1997,6, China, CHN
107.768,1997,7, China, CHN
94.4028,1997,8, China, CHN
56.1418,1997,9, China, CHN
26.7071,1997,10, China, CHN
21.4953,1997,11, China, CHN
19.1415,1997,12, China, CHN
17.9009,1998,1, China, CHN
19.5084,1998,2, China, CHN
38.0035,1998,3, China, CHN
47.1245,1998,4, China, CHN
70.648,1998,5, China, CHN
109.478,1998,6, China, CHN
129.112,1998,7, China, CHN
116.366,1998,8, China, CHN
42.3664,1998,9, China, CHN
32.7682,1998,10, China, CHN
10.9493,1998,11, China, CHN
8.13785,1998,12, China, CHN
10.2422,1999,1, China, CHN
4.7823,1999,2, China, CHN
23.1689,1999,3, China, CHN
44.3681,1999,4, China, CHN
66.6675,1999,5, China, CHN
87.3852,1999,6, China, CHN
112.71,1999,7, China, CHN
110.225,1999,8, China, CHN
53.4808,1999,9, China, CHN
38.4455,1999,10, China, CHN
16.6501,1999,11, China, CHN
5.89898,1999,12, China, CHN
15.9686,2000,1, China, CHN
12.7056,2000,2, China, CHN
19.711,2000,3, China, CHN
44.1011,2000,4, China, CHN
58.8561,2000,5, China, CHN
95.837,2000,6, China, CHN
98.7072,2000,7, China, CHN
103.498,2000,8, China, CHN
56.2566,2000,9, China, CHN
48.6136,2000,10, China, CHN
18.4295,2000,11, China, CHN
10.0817,2000,12, China, CHN
16.8839,2001,1, China, CHN
13.8112,2001,2, China, CHN
17.6697,2001,3, China, CHN
41.3511,2001,4, China, CHN
59.2779,2001,5, China, CHN
96.9894,2001,6, China, CHN
102.508,2001,7, China, CHN
91.0902,2001,8, China, CHN
46.1665,2001,9, China, CHN
34.455,2001,10, China, CHN
14.4998,2001,11, China, CHN
15.2813,2001,12, China, CHN
13.9062,2002,1, China, CHN
11.2406,2002,2, China, CHN
26.7911,2002,3, China, CHN
51.2457,2002,4, China, CHN
72.3379,2002,5, China, CHN
109.668,2002,6, China, CHN
108.2,2002,7, China, CHN
93.667,2002,8, China, CHN
48.0569,2002,9, China, CHN
39.2129,2002,10, China, CHN
14.7727,2002,11, China, CHN
19.8016,2002,12, China, CHN
12.4381,2003,1, China, CHN
16.7771,2003,2, China, CHN
24.3418,2003,3, China, CHN
46.9161,2003,4, China, CHN
58.7212,2003,5, China, CHN
100.536,2003,6, China, CHN
103.069,2003,7, China, CHN
98.8422,2003,8, China, CHN
67.0758,2003,9, China, CHN
30.7695,2003,10, China, CHN
17.3988,2003,11, China, CHN
7.91551,2003,12, China, CHN
12.3657,2004,1, China, CHN
14.451,2004,2, China, CHN
20.6438,2004,3, China, CHN
38.1672,2004,4, China, CHN
74.4515,2004,5, China, CHN
79.1875,2004,6, China, CHN
115.325,2004,7, China, CHN
89.5429,2004,8, China, CHN
53.3212,2004,9, China, CHN
18.185,2004,10, China, CHN
20.2558,2004,11, China, CHN
13.0657,2004,12, China, CHN
9.85205,2005,1, China, CHN
19.2896,2005,2, China, CHN
24.7424,2005,3, China, CHN
35.8679,2005,4, China, CHN
74.2452,2005,5, China, CHN
93.0357,2005,6, China, CHN
102.428,2005,7, China, CHN
103.042,2005,8, China, CHN
56.3799,2005,9, China, CHN
27.9467,2005,10, China, CHN
15.0755,2005,11, China, CHN
7.86912,2005,12, China, CHN
12.7951,2006,1, China, CHN
19.8182,2006,2, China, CHN
19.7944,2006,3, China, CHN
43.688,2006,4, China, CHN
68.5212,2006,5, China, CHN
93.0264,2006,6, China, CHN
107.122,2006,7, China, CHN
77.3822,2006,8, China, CHN
45.9045,2006,9, China, CHN
29.181,2006,10, China, CHN
23.537,2006,11, China, CHN
7.79566,2006,12, China, CHN
9.21329,2007,1, China, CHN
17.6591,2007,2, China, CHN
29.0497,2007,3, China, CHN
40.8634,2007,4, China, CHN
58.2858,2007,5, China, CHN
83.9053,2007,6, China, CHN
112.422,2007,7, China, CHN
96.0827,2007,8, China, CHN
60.5417,2007,9, China, CHN
27.212,2007,10, China, CHN
7.98183,2007,11, China, CHN
9.77364,2007,12, China, CHN
16.191,2008,1, China, CHN
10.6951,2008,2, China, CHN
26.3843,2008,3, China, CHN
37.6518,2008,4, China, CHN
63.5083,2008,5, China, CHN
98.1909,2008,6, China, CHN
115.097,2008,7, China, CHN
104.987,2008,8, China, CHN
54.1064,2008,9, China, CHN
38.3417,2008,10, China, CHN
20.8174,2008,11, China, CHN
4.94348,2008,12, China, CHN
5.63926,2009,1, China, CHN
12.6608,2009,2, China, CHN
27.7838,2009,3, China, CHN
40.6644,2009,4, China, CHN
57.5788,2009,5, China, CHN
86.2619,2009,6, China, CHN
103.51,2009,7, China, CHN
89.7919,2009,8, China, CHN
50.098,2009,9, China, CHN
20.9444,2009,10, China, CHN
21.8779,2009,11, China, CHN
11.8145,2009,12, China, CHN
12.582,2010,1, China, CHN
17.2176,2010,2, China, CHN
30.1642,2010,3, China, CHN
48.6364,2010,4, China, CHN
73.0509,2010,5, China, CHN
85.6447,2010,6, China, CHN
108.11,2010,7, China, CHN
101.782,2010,8, China, CHN
73.9885,2010,9, China, CHN
34.5648,2010,10, China, CHN
11.4941,2010,11, China, CHN
15.6162,2010,12, China, CHN
7.04405,2011,1, China, CHN
12.5925,2011,2, China, CHN
16.7903,2011,3, China, CHN
21.7109,2011,4, China, CHN
61.8465,2011,5, China, CHN
96.9062,2011,6, China, CHN
98.3806,2011,7, China, CHN
79.1088,2011,8, China, CHN
58.8982,2011,9, China, CHN
33.4822,2011,10, China, CHN
25.5315,2011,11, China, CHN
6.50707,2011,12, China, CHN
15.7127,2012,1, China, CHN
13.7741,2012,2, China, CHN
28.3348,2012,3, China, CHN
43.5967,2012,4, China, CHN
60.3049,2012,5, China, CHN
98.1343,2012,6, China, CHN
125.575,2012,7, China, CHN
88.4487,2012,8, China, CHN
68.2231,2012,9, China, CHN
27.3519,2012,10, China, CHN
26.838,2012,11, China, CHN
17.0108,2012,12, China, CHN
6.55329,2013,1, China, CHN
13.8975,2013,2, China, CHN
24.0422,2013,3, China, CHN
40.3624,2013,4, China, CHN
75.4827,2013,5, China, CHN
93.0079,2013,6, China, CHN
124.487,2013,7, China, CHN
94.3048,2013,8, China, CHN
59.4841,2013,9, China, CHN
29.3524,2013,10, China, CHN
20.0206,2013,11, China, CHN
13.3212,2013,12, China, CHN
4.06173,2014,1, China, CHN
17.6996,2014,2, China, CHN
28.6697,2014,3, China, CHN
35.3069,2014,4, China, CHN
41.461,2014,5, China, CHN
97.5776,2014,6, China, CHN
106.588,2014,7, China, CHN
91.6069,2014,8, China, CHN
71.0721,2014,9, China, CHN
26.2672,2014,10, China, CHN
20.4563,2014,11, China, CHN
9.21946,2014,12, China, CHN
11.9647,2015,1, China, CHN
14.3772,2015,2, China, CHN
21.8697,2015,3, China, CHN
41.2361,2015,4, China, CHN
66.8066,2015,5, China, CHN
102.377,2015,6, China, CHN
90.1429,2015,7, China, CHN
96.9356,2015,8, China, CHN
67.1492,2015,9, China, CHN
38.9183,2015,10, China, CHN
29.0174,2015,11, China, CHN
17.7703,2015,12, China, CHN
19.0615,2016,1, China, CHN
12.3009,2016,2, China, CHN
20.3785,2016,3, China, CHN
51.1857,2016,4, China, CHN
72.2258,2016,5, China, CHN
116.645,2016,6, China, CHN
132.283,2016,7, China, CHN
88.3762,2016,8, China, CHN
63.3524,2016,9, China, CHN
47.9835,2016,10, China, CHN
26.6239,2016,11, China, CHN
10.231,2016,12, China, CHN
