Rainfall - (MM), Year,Month, Country, ISO3
228.069,1940,5, Bhutan, BTN
429.824,1940,6, Bhutan, BTN
351.242,1940,7, Bhutan, BTN
484.93,1940,8, Bhutan, BTN
282.752,1940,9, Bhutan, BTN
64.8161,1940,10, Bhutan, BTN
4.70849,1940,11, Bhutan, BTN
6.79648,1940,12, Bhutan, BTN
2.87907,1941,1, Bhutan, BTN
10.6159,1941,2, Bhutan, BTN
14.0216,1941,3, Bhutan, BTN
148.764,1941,4, Bhutan, BTN
255.461,1941,5, Bhutan, BTN
542.914,1941,6, Bhutan, BTN
280.314,1941,7, Bhutan, BTN
336.36,1941,8, Bhutan, BTN
183.999,1941,9, Bhutan, BTN
106.491,1941,10, Bhutan, BTN
12.4848,1941,11, Bhutan, BTN
2.93075,1941,12, Bhutan, BTN
4.08046,1942,1, Bhutan, BTN
11.3444,1942,2, Bhutan, BTN
65.808,1942,3, Bhutan, BTN
152.526,1942,4, Bhutan, BTN
168.629,1942,5, Bhutan, BTN
356.983,1942,6, Bhutan, BTN
455.995,1942,7, Bhutan, BTN
398.137,1942,8, Bhutan, BTN
417.242,1942,9, Bhutan, BTN
10.7133,1942,10, Bhutan, BTN
3.86191,1942,11, Bhutan, BTN
0.06114,1942,12, Bhutan, BTN
17.718,1943,1, Bhutan, BTN
10.4138,1943,2, Bhutan, BTN
54.5664,1943,3, Bhutan, BTN
198.346,1943,4, Bhutan, BTN
178.725,1943,5, Bhutan, BTN
374.97,1943,6, Bhutan, BTN
437.632,1943,7, Bhutan, BTN
333.564,1943,8, Bhutan, BTN
323.802,1943,9, Bhutan, BTN
28.9614,1943,10, Bhutan, BTN
3.72693,1943,11, Bhutan, BTN
1.1133,1943,12, Bhutan, BTN
19.885,1944,1, Bhutan, BTN
5.20392,1944,2, Bhutan, BTN
25.2168,1944,3, Bhutan, BTN
95.0528,1944,4, Bhutan, BTN
161.592,1944,5, Bhutan, BTN
308.171,1944,6, Bhutan, BTN
307.144,1944,7, Bhutan, BTN
251.733,1944,8, Bhutan, BTN
245.888,1944,9, Bhutan, BTN
29.1984,1944,10, Bhutan, BTN
1.1937,1944,11, Bhutan, BTN
0.72836,1944,12, Bhutan, BTN
28.0383,1945,1, Bhutan, BTN
9.45253,1945,2, Bhutan, BTN
19.0653,1945,3, Bhutan, BTN
96.4876,1945,4, Bhutan, BTN
233.582,1945,5, Bhutan, BTN
374.376,1945,6, Bhutan, BTN
450.642,1945,7, Bhutan, BTN
343.907,1945,8, Bhutan, BTN
278.352,1945,9, Bhutan, BTN
166.044,1945,10, Bhutan, BTN
4.12586,1945,11, Bhutan, BTN
0.76295,1945,12, Bhutan, BTN
0.77759,1946,1, Bhutan, BTN
10.9185,1946,2, Bhutan, BTN
61.8675,1946,3, Bhutan, BTN
128.58,1946,4, Bhutan, BTN
197.729,1946,5, Bhutan, BTN
346.125,1946,6, Bhutan, BTN
399.097,1946,7, Bhutan, BTN
293.422,1946,8, Bhutan, BTN
253.348,1946,9, Bhutan, BTN
266.086,1946,10, Bhutan, BTN
9.69267,1946,11, Bhutan, BTN
0.00558,1946,12, Bhutan, BTN
1.55384,1947,1, Bhutan, BTN
0.88276,1947,2, Bhutan, BTN
38.8256,1947,3, Bhutan, BTN
108.875,1947,4, Bhutan, BTN
269.993,1947,5, Bhutan, BTN
346.412,1947,6, Bhutan, BTN
617.927,1947,7, Bhutan, BTN
323.744,1947,8, Bhutan, BTN
319.393,1947,9, Bhutan, BTN
95.3768,1947,10, Bhutan, BTN
0.52293,1947,11, Bhutan, BTN
4.36271,1947,12, Bhutan, BTN
1.5747,1948,1, Bhutan, BTN
5.42453,1948,2, Bhutan, BTN
35.8115,1948,3, Bhutan, BTN
171.147,1948,4, Bhutan, BTN
364.89,1948,5, Bhutan, BTN
340.343,1948,6, Bhutan, BTN
430.001,1948,7, Bhutan, BTN
428.681,1948,8, Bhutan, BTN
237.716,1948,9, Bhutan, BTN
143.385,1948,10, Bhutan, BTN
29.3286,1948,11, Bhutan, BTN
0.80652,1948,12, Bhutan, BTN
8.40239,1949,1, Bhutan, BTN
12.7504,1949,2, Bhutan, BTN
25.6567,1949,3, Bhutan, BTN
208.651,1949,4, Bhutan, BTN
215.255,1949,5, Bhutan, BTN
354.583,1949,6, Bhutan, BTN
365.944,1949,7, Bhutan, BTN
383.974,1949,8, Bhutan, BTN
318.393,1949,9, Bhutan, BTN
78.0396,1949,10, Bhutan, BTN
7.00676,1949,11, Bhutan, BTN
1.01969,1949,12, Bhutan, BTN
2.48306,1950,1, Bhutan, BTN
18.538,1950,2, Bhutan, BTN
25.5468,1950,3, Bhutan, BTN
58.2477,1950,4, Bhutan, BTN
133.48,1950,5, Bhutan, BTN
413.28,1950,6, Bhutan, BTN
367.081,1950,7, Bhutan, BTN
438.799,1950,8, Bhutan, BTN
156.692,1950,9, Bhutan, BTN
111.41,1950,10, Bhutan, BTN
20.6297,1950,11, Bhutan, BTN
0.17729,1950,12, Bhutan, BTN
2.31675,1951,1, Bhutan, BTN
4.32854,1951,2, Bhutan, BTN
22.5221,1951,3, Bhutan, BTN
81.9391,1951,4, Bhutan, BTN
153.916,1951,5, Bhutan, BTN
462.043,1951,6, Bhutan, BTN
562.627,1951,7, Bhutan, BTN
398.5,1951,8, Bhutan, BTN
250.121,1951,9, Bhutan, BTN
126.59,1951,10, Bhutan, BTN
33.3649,1951,11, Bhutan, BTN
1.36119,1951,12, Bhutan, BTN
5.48905,1952,1, Bhutan, BTN
9.19269,1952,2, Bhutan, BTN
46.9631,1952,3, Bhutan, BTN
122.008,1952,4, Bhutan, BTN
258.126,1952,5, Bhutan, BTN
397.359,1952,6, Bhutan, BTN
467.867,1952,7, Bhutan, BTN
354.93,1952,8, Bhutan, BTN
305.715,1952,9, Bhutan, BTN
131.698,1952,10, Bhutan, BTN
18.417,1952,11, Bhutan, BTN
4.84106,1952,12, Bhutan, BTN
18.9124,1953,1, Bhutan, BTN
6.25568,1953,2, Bhutan, BTN
63.6589,1953,3, Bhutan, BTN
113.655,1953,4, Bhutan, BTN
174.581,1953,5, Bhutan, BTN
400.848,1953,6, Bhutan, BTN
563.931,1953,7, Bhutan, BTN
273.82,1953,8, Bhutan, BTN
323.607,1953,9, Bhutan, BTN
54.7784,1953,10, Bhutan, BTN
4.89731,1953,11, Bhutan, BTN
3.92866,1953,12, Bhutan, BTN
12.6991,1954,1, Bhutan, BTN
10.442,1954,2, Bhutan, BTN
8.90788,1954,3, Bhutan, BTN
83.5098,1954,4, Bhutan, BTN
196.688,1954,5, Bhutan, BTN
485.358,1954,6, Bhutan, BTN
503.907,1954,7, Bhutan, BTN
375.478,1954,8, Bhutan, BTN
182.07,1954,9, Bhutan, BTN
56.2738,1954,10, Bhutan, BTN
0.33787,1954,11, Bhutan, BTN
8.53266,1954,12, Bhutan, BTN
6.69043,1955,1, Bhutan, BTN
2.9674,1955,2, Bhutan, BTN
29.014,1955,3, Bhutan, BTN
129.72,1955,4, Bhutan, BTN
130.467,1955,5, Bhutan, BTN
474.42,1955,6, Bhutan, BTN
552.883,1955,7, Bhutan, BTN
425.648,1955,8, Bhutan, BTN
206.368,1955,9, Bhutan, BTN
73.2315,1955,10, Bhutan, BTN
20.7471,1955,11, Bhutan, BTN
4.87353,1955,12, Bhutan, BTN
8.79074,1956,1, Bhutan, BTN
0.90084,1956,2, Bhutan, BTN
45.3853,1956,3, Bhutan, BTN
121.971,1956,4, Bhutan, BTN
208.22,1956,5, Bhutan, BTN
465.011,1956,6, Bhutan, BTN
386.614,1956,7, Bhutan, BTN
331.202,1956,8, Bhutan, BTN
173.103,1956,9, Bhutan, BTN
107.803,1956,10, Bhutan, BTN
16.7971,1956,11, Bhutan, BTN
3.78891,1956,12, Bhutan, BTN
16.1025,1957,1, Bhutan, BTN
4.69138,1957,2, Bhutan, BTN
14.038,1957,3, Bhutan, BTN
73.4958,1957,4, Bhutan, BTN
126.216,1957,5, Bhutan, BTN
239.339,1957,6, Bhutan, BTN
511.422,1957,7, Bhutan, BTN
319.681,1957,8, Bhutan, BTN
130.896,1957,9, Bhutan, BTN
40.3394,1957,10, Bhutan, BTN
3.39702,1957,11, Bhutan, BTN
9.05224,1957,12, Bhutan, BTN
12.6787,1958,1, Bhutan, BTN
10.4957,1958,2, Bhutan, BTN
14.861,1958,3, Bhutan, BTN
138.301,1958,4, Bhutan, BTN
159.326,1958,5, Bhutan, BTN
172.242,1958,6, Bhutan, BTN
402.778,1958,7, Bhutan, BTN
486.384,1958,8, Bhutan, BTN
181.735,1958,9, Bhutan, BTN
40.3813,1958,10, Bhutan, BTN
5.30217,1958,11, Bhutan, BTN
1.3571,1958,12, Bhutan, BTN
20.0534,1959,1, Bhutan, BTN
2.95609,1959,2, Bhutan, BTN
31.5712,1959,3, Bhutan, BTN
109.86,1959,4, Bhutan, BTN
221.626,1959,5, Bhutan, BTN
342.844,1959,6, Bhutan, BTN
353.203,1959,7, Bhutan, BTN
266.18,1959,8, Bhutan, BTN
287.668,1959,9, Bhutan, BTN
210.726,1959,10, Bhutan, BTN
0.75021,1959,11, Bhutan, BTN
0.11759,1959,12, Bhutan, BTN
0.87927,1960,1, Bhutan, BTN
5.79171,1960,2, Bhutan, BTN
35.0137,1960,3, Bhutan, BTN
23.0811,1960,4, Bhutan, BTN
154.814,1960,5, Bhutan, BTN
